LAT;;;;;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation (high resolution);Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;11;10;03;00;1.25;0.00;10.80;126.87
2019;11;10;04;00;1.19;0.00;9.00;126.87
2019;11;10;05;00;1.30;0.00;9.20;120.58
2019;11;10;06;00;1.62;0.00;9.98;115.64
2019;11;10;07;00;0.80;0.00;9.57;109.80
2019;11;10;08;00;0.32;0.00;8.56;104.62
2019;11;10;09;00;2.45;0.00;8.65;106.93
2019;11;10;10;00;4.69;0.00;7.57;92.73
2019;11;10;11;00;6.88;0.00;7.42;75.96
2019;11;10;12;00;8.62;0.00;5.99;32.74
2019;11;10;13;00;8.98;0.00;5.80;29.74
2019;11;10;14;00;9.62;0.00;6.38;16.39
2019;11;10;15;00;9.90;0.00;6.12;360.00
2019;11;10;16;00;9.67;0.00;8.23;336.80
2019;11;10;17;00;8.41;0.00;8.56;345.38
2019;11;10;18;00;7.37;0.00;6.15;339.44
2019;11;10;19;00;6.74;0.00;3.67;281.31
2019;11;10;20;00;6.23;0.00;4.20;239.04
2019;11;10;21;00;5.70;0.00;2.41;243.43
2019;11;10;22;00;5.16;0.00;2.31;231.34
2019;11;10;23;00;4.67;0.00;3.60;270.00
2019;11;11;00;00;4.04;0.00;3.98;275.19
2019;11;11;01;00;3.87;0.00;4.74;261.25
2019;11;11;02;00;3.76;0.00;4.51;208.61
2019;11;11;03;00;3.16;0.00;2.62;195.95
2019;11;11;04;00;2.88;0.00;3.67;168.69
